index,old_category,old_subcategory,new_category,new_subcategory,product_name
703,Storage & Organization,Organizers & Dividers,Bins & Baskets,Storage Containers,Scoop 13 in. D x 12 in. W x 8 in. H Medium Industrial Gray Steel Wire Storage Bin Basket Organizer
717,Storage & Organization,Organizers & Dividers,Shelving,Storage Racks,16-1/2 in. Wall Rack Tool Cleaning Organizer
720,Storage & Organization,Organizers & Dividers,Specialty Holders,Specialty Storage,Matte Black Wall Mounted Garage Sport Organizer
735,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,1/8 in Zinc Plated Steel Pegboard Organizer Assortment Kit (43-Piece)
736,Storage & Organization,Organizers & Dividers,Specialty Holders,Specialty Storage,16 in. Wall Mounted Organizer
739,Storage & Organization,Organizers & Dividers,Shelving,Storage Racks,"File Wall Rack, Mesh Wall File Holder Wall Mounted Metal Wall File Organizer Black 3.15 in. W x 8.66 in. H Freestanding"
747,Storage & Organization,General Storage Solutions,Bins & Baskets,Storage Containers,"X-Large Storage Baskets for Organizing, Linen Closet Storage, White 15 in. x 6 in. Plastic Decorative Baskets Set of 3"
760,Storage & Organization,Organizers & Dividers,Bins & Baskets,Storage Containers,4-1/8 in. W x 3 in. H Yellow Wall Storage Bin Organizer (8-Piece)
776,Storage & Organization,General Storage Solutions,Bins & Baskets,Storage Containers,"3-Sizes Storage Baskets for Organizing, Linen Closet Storage, White 12.5 in. x 6 in. Plastic Decorative Baskets Set of 3"
785,Storage & Organization,Organizers & Dividers,Specialty Holders,Specialty Storage,36 in Adjustable Aluminum X-Clamp Wall Mount Storage Tool Organizer
791,Storage & Organization,Organizers & Dividers,Specialty Holders,Sports Equipment,"21.5 in. Blue Garage, Garden and Sports Tool Organizer with 3 One-Size-Fits-All Tool Holders"
792,Storage & Organization,Organizers & Dividers,Specialty Holders,Sports Equipment,"21.5 in. Orange Garage, Garden and Sports Tool Organizer with 3 One-Size-Fits-All Tool Holders"
803,Storage & Organization,General Storage Solutions,Bins & Baskets,Storage Containers,"Large Storage Baskets for Organizing, Linen Closet Storage, White 14 in. x 4 in. Plastic Decorative Baskets Set of 9"
847,Storage & Organization,Organizers & Dividers,Specialty Holders,Specialty Storage,2-Bay Wall Mounted Power Tool Organizer
855,Storage & Organization,Organizers & Dividers,Shelving,Storage Solutions,17 in. H x 16.5 in. W x 5.375 in. D Yellow Plastic 24-Cube Organizer
863,Storage & Organization,Organizers & Dividers,Specialty Holders,Sports Equipment,"37 in. Green Garage, Garden and Sports Tool Organizer with 5 One-Size-Fits-All Tool Holders"
868,Storage & Organization,Organizers & Dividers,Shelving,Storage Racks,2-Pack 17 in. Black All Metal Heavy Duty Wall Rack with 8 Screws and 8 Dowels for Garage Shed Garden Tool Organizer
872,Storage & Organization,Organizers & Dividers,Shelving,Storage Solutions,17 in. H x 16.5 in. W x 7.375 in. D Yellow Plastic 24-Cube Organizer
892,Storage & Organization,Organizers & Dividers,Specialty Holders,Specialty Storage,Power Tool Organizer Wall Mount with Charging Station
905,Storage & Organization,General Storage Solutions,Shelving,Storage Racks,Garage Series 5.1 in. Black Steel Wall Rack with Non-Slip PVC Sheath for Heavy Duty Storage and Organization
922,Storage & Organization,General Storage Solutions,Shelving,Storage Racks,14 Pack 1 in. Orange Steel Heavy Duty Wall Rack with Non-Slip Coating for Garage Storage and Organization
928,Storage & Organization,General Storage Solutions,Shelving,Storage Racks,4 Pack 7.7 in. Black Steel Wall Rack with Nylon Storage Straps for Garage and Tool Organization
939,Storage & Organization,Organizers & Dividers,Specialty Holders,Tire Racks,"Garden Tool Organizer, 100 lb. Hold Long-Handled Tool, Yard Tool Tower Rack with Wheels for Storage, Metal Tool Stand"
946,Storage & Organization,Organizers & Dividers,Specialty Holders,Specialty Storage,"6-Bay Wall Mount Power Tool Organizer w/ Shelves, Side Tool Holders and Mount Hardware, Speckled Black Steel"
971,Storage & Organization,Organizers & Dividers,Specialty Holders,Specialty Storage,"Heavy Duty Utility Steel with Anti-Slip Coating Wall Mount Storage Organizer for Garden Tools, Black (12-Pack)"
984,Storage & Organization,Organizers & Dividers,Shelving,Storage Solutions,14.5 in. H x 22 in. W x 10.875 in. D Yellow Plastic 6-Cube Organizer
986,Storage & Organization,General Storage Solutions,Bins & Baskets,Storage Containers,"Black 11.42in x 9in x 4.7in Plastic Storage Baskets for Organizing, Set of 4"
1000,Storage & Organization,Organizers & Dividers,Shelving,Storage Solutions,Powder Coat Steel 3-Bag Golf Bag Organizer
1012,Storage & Organization,Organizers & Dividers,Bins & Baskets,Storage Containers,30-Piece Wall Mounted 13 in. Multi-Colored Storage Bins with Mounting Boards Screws for Garage Organizer Rack System
1017,Storage & Organization,Organizers & Dividers,Bins & Baskets,Storage Containers,Wall Mounted Storage Bins 25.5 in. Blue Orange Red Plastic Adjustable Removable Heavy Duty Wall Rack with 30PC Organizer
1030,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,24 in. H x 48 in. W Pegboard Wall Organizer Kit 4 ft.Metal Toolboard W/3 Pegboards & 25 Accessories
1032,Storage & Organization,Organizers & Dividers,Bins & Baskets,Storage Containers,Wall Mounted Storage Bins 7.28 in. Black Yellow Plastic Durable Organizer Wall Rack with Pegboards Screws 30-Pieces
1033,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,23.62 in. H x 47.24 in. W PVC Slatwall Panels Kit in Gray Pegboard Wall Organizer (32-Pack)
1034,Storage & Organization,Organizers & Dividers,Shelving,Storage Solutions,Powder Coat Steel 6-Bag Golf Bag Organizer
1040,Storage & Organization,Organizers & Dividers,Specialty Holders,Tire Racks,"120 lbs CapacityGarage Sports Ball Storage Cart with Wheels, Ball Organizer Basket, Sports Equipment Storage Bin, 2 Pack"
1047,Storage & Organization,Organizers & Dividers,Specialty Holders,Specialty Storage,"Power Tool Organizer- 8 Drill Wall Mount with Charging Station, Yellow"
1082,Storage & Organization,General Storage Solutions,Rails & Tracks,Wall Systems,"16 in. x 12 in. Heavy Duty Steel Pegboard Garage Organization Panels for Garage Tool Storage, Black (4-Pack)"
1090,Storage & Organization,Organizers & Dividers,Specialty Holders,Tire Racks,Garage Sports Equipment Organizer with Wheels-Heavy-Duty Ball Storage Rack & Rolling Cart for Outdoor Use
1091,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,Slatwall Organizer Kit (6-Piece)
1092,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,Home 6 in. x 4 ft. x 4 ft. Heavy Duty PVC Slatwall Organizer Panel Set in Sandstone
1101,Storage & Organization,General Storage Solutions,Shelving,Storage Racks,"27.5 in. H x 12.7 in. W Black Metal Hanging Wall Mounted Magazine Rack Holder, 11-Tier Document Magazine Organization"
1106,Storage & Organization,Organizers & Dividers,Specialty Holders,Tire Racks,154 lbs. Weight Capacity Sports Organizers Rack with Wheels for Garage
1114,Storage & Organization,Organizers & Dividers,Shelving,Storage Solutions,47.2 in. H x 37.6 in. W x 11.8 in. D Gray Plastic 12- Cube Organizer
1120,Storage & Organization,Organizers & Dividers,Specialty Holders,Tire Racks,3- Tier Garden Tool Organizer for Garage-Yard Tool Racks with Wheels
1123,Storage & Organization,General Storage Solutions,Shelving,Storage Racks,"27.5 in. H x 12.6 in. W Black Metal Hanging Wall Magazine Rack Holder, 11-Tier Wall Mount Paper Folder Organization"
1146,Storage & Organization,General Storage Solutions,Specialty Holders,Sports Equipment,"10 Pairs 300lbs Garage Snowboard Storage Organization System, Ski Wall Rack"
1177,Storage & Organization,Organizers & Dividers,Shelving,Storage Racks,"Golf Bag Organizer Premium Wooden Golf Clubs Storage Rack Fit 2 Golf Bags, for Car Garage Club Shed Basement"
1181,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,47.24 in. H x 94.49 in. W PVC Slatwall Panels Kit in Gray Pegboard Wall Organizer (84-Pack)
1187,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,Home 6 in. x 8 ft. x 4 ft. Heavy Duty PVC Slatwall Organizer Panel Set in Sandstone
1191,Storage & Organization,Organizers & Dividers,Bins & Baskets,Storage Containers,"30260 Series, 11 in. W x 18 in. D x 10 in. H, Blue, Plastic Stackable Storage Bins Hanging Organizer, 6-Pack"
1193,Storage & Organization,Organizers & Dividers,Shelving,Storage Racks,161 lbs. Weight Capacity 3 Golf Bags sport Storage Organizer Extra Large Size Golf Storage Rack Golf Organizer
1215,Storage & Organization,Workbenches & Tables,Workbenches,Work Surfaces,32 in. x 96 in. Metal Pegboard Master Workbench Tool Organizer with Gray Pegboard and Black Accessories
1223,Storage & Organization,Organizers & Dividers,Shelving,Storage Solutions,3.4 ft. H x 4.6 ft. W. x 2.8 ft. L WoodTek Vinyl Slatted-Panel Flat Top Pool Float Toy Storage Organizer
1313,Storage & Organization,General Storage Solutions,Specialty Holders,Specialty Storage,12x12in Magnetic Tool Holder Garage Organization Panel
1398,Storage & Organization,General Storage Solutions,Shelving,Storage Solutions,Premium Heavy-Duty Garage Storage Shelves with Exceptional Load Capacity for Ultimate Workshop Organization
1541,Storage & Organization,Organizers & Dividers,Shelving,Storage Racks,5-Tier Adjustable 2000 lbs Heavy Duty Garage Shelves Metal Organizer Utility Rack(18in D x 48in W x 72in)
1669,Storage & Organization,General Storage Solutions,Hooks & Hangers,Utility Hooks,"### [![Image 38: VELCRO 10"" Easy-Hang Extension Cord Strap Heavy Duty Garage Organization Holds 60lbs Black](https://target.scene7.com/is/image/Target/GUEST_9dde9f7a-dc87-4ceb-91f7-d2db616c9595?qlt=65&fmt=webp&hei=350&wid=350) ![Image 39: VELCRO 10"" Easy-Hang Extension Cord Strap Heavy Duty Garage Organization Holds 60lbs Black](https://target.scene7.com/is/image/Target/GUEST_4e4e384d-5f97-4687-a5bf-3f6a79712885?qlt=65&fmt=webp&hei=350&wid=350)](https://www.target.com/p/velcro-2pk-easy-hang-extension-cord-strap-1-5-39-39-x10-39-39-black/-/A-94408448#lnk=sametab)"
1679,Storage & Organization,General Storage Solutions,Hooks & Hangers,Utility Hooks,"### [![Image 36: VELCRO 16"" Easy-Hang Cinch Strap Heavy Duty Garage Organization Holds 150lbs Black](https://target.scene7.com/is/image/Target/GUEST_afdcd6d1-e6b6-45a7-9754-eba7d416843f?qlt=65&fmt=webp&hei=350&wid=350) ![Image 37: VELCRO 16"" Easy-Hang Cinch Strap Heavy Duty Garage Organization Holds 150lbs Black](https://target.scene7.com/is/image/Target/GUEST_3bcd8210-d8b8-4471-97c0-d20d65823ed1?qlt=65&fmt=webp&hei=350&wid=350)](https://www.target.com/p/velcro-16-39-39-easy-hang-cinch-strap/-/A-94408442#lnk=sametab)"
1901,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,"VEVOR Slatwall Panels, Garage Wall Panels(Set of 2 Panels), Heavy Duty Garage Wall Organizer Panels Display, Black"
2579,Storage & Organization,Organizers & Dividers,Shelving,Storage Racks,"StoreYourBoard BLAT Tool Storage Rack, Garage Wall Mount Organizer, Heavy-Duty Solid Steel Max 325 lbs, Holds Garden Tools, Shovels, Rakes, Brooms, Cords, Hoses, Ropes, and More"
2645,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,"SSWBasics 4 ft x 2 ft Horizontal Black Slatwall Panels for Wall (24""H x 48""L) - Pack of 2 - Garage Wall Organizer Panels and Craft Storage Organization Slatwall Panel"
2681,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,"Slatwall Panels 8ft x 4ft Wall Storage Organizer 32 sqft PVC Slat Wall Panels Garage Wall Panels 96"" x 48"" Heavy Duty Organization Panels for Retail Store, Garage Wall, Craft Storage, 8 Pcs"
2683,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,CrownWall CW644GRA-K 6 in. x 16 sq. ft. Home Series Heavy Duty PVC Slatwall Organizer Kit&#44; Graphite
2702,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,"Slatwall Panels 4x2 ft, Horizontal PVC Slat Wall Panels Garage Organizer Wall Mount Storage Systems Garage Wall Organizer, Slatwall Panels Peg Board Tool Organization, 12"" x 48"" Packs of 2, Grey"
2710,Storage & Organization,Organizers & Dividers,Shelving,Storage Solutions,"Duck Metal Spring Grip Clamps Wall Organizer for Brooms, Mops, Rakes, Etc. (20 Pack)"
2713,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,"KFFKFF Slatwall Panels Heavy Duty 24""H x 48""L Garage Wall Organizer Set of 2 Panels, Black"
2792,Storage & Organization,General Storage Solutions,Bins & Baskets,Storage Containers,SSWBasics Slat Wall Accessory - Set of 2  12 x 5 ½ x 9 ½ Inch White Plastic Slatwall Bins - Durable and Versatile Slat Wall Accessories for Organized Storage Solutions
2802,Storage & Organization,Organizers & Dividers,Specialty Holders,Sports Equipment,Baoblaze 3X Broom Mop Holder Rack Garage Bathroom Organizer Self-adhesive Rack for Blue
2828,Storage & Organization,General Storage Solutions,Specialty Holders,Sports Equipment,PBPBOX 40pcs Grid Wall Mount Brackets For Garage Storage Silver Organization
2873,Storage & Organization,Organizers & Dividers,Shelving,Storage Racks,unbranded Steel Pegboard Screwdriver Organizer Pliers Holders Storage Rack for Wall
2905,Storage & Organization,General Storage Solutions,Rails & Tracks,Wall Systems,SSWBasics Clear Plastic Slatwall Shelves  Pack of 5 - 10”L x 4”W Slatwall Accessories  Durable Slat Wall Accessory for Organized Display
2934,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,CTIRCHIU Steel Pegboard Organizer with Load-Bearing Technology for Craft Room Storage and Wall Organization
2974,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,LEORX 1 Set Pegboard Organizer Set with Pegboard Cup Holders Easy Installation Silver Plastic for Garage
2979,Storage & Organization,General Storage Solutions,Bins & Baskets,Storage Containers,SSWBasics Black Plastic Slat Wall Accessory Dump Bin Set of 2 - 6” X 5 ½” X 9 ½” Slat Wall Accessories  Durable Slatwall Bins for Efficient Storage and Organization
2996,Storage & Organization,Organizers & Dividers,Shelving,Storage Racks,2pcs Floor Jacked Stand Holders Wall Mounted Garage Tool Organizers Rack
3077,Storage & Organization,General Storage Solutions,Bins & Baskets,Storage Containers,OUNONA  8 Pcs Organization Peg Pegboard Storage Bin Office
3078,Storage & Organization,Organizers & Dividers,Bins & Baskets,Storage Containers,OUNONA 1 Set Pegboard Clamp Pegboard Organizer Accessories Storage Holder Pegboard Storage Box
3097,Storage & Organization,Organizers & Dividers,Shelving,Storage Racks,Garage Tool Hanging System Solid Iron Organizers Racks for Shovels Rakes Brooms
3100,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,GOOHOCHY  Craft Organizers and Storage Peg Pegboard Accessories Office
3110,Storage & Organization,General Storage Solutions,Rails & Tracks,Wall Systems,"SSWBasics Clear Plastic Slatwall Shelves, Pack of 5 - 10”L x 4”W Slatwall Accessories, Durable Slat Wall Accessory for Organized Display"
3111,Storage & Organization,Organizers & Dividers,Bins & Baskets,Storage Containers,PBPBOX 100pcs Pegboard Organizer Kit for Homeowners ABS Organization Beige
3320,Storage & Organization,General Storage Solutions,Rails & Tracks,Wall Systems,UNOMOR 1 Set of Pegboard Wall Organize Plastic Storage Holder for General Users
3331,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,OULII Pegboard Tool Holder Multi Metal Plastic Space Saving Organizer 1Set
3335,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,Silverware Pegboard Decorative Frame DIY Storage Organizer Office 28X28cm
3409,Storage & Organization,Organizers & Dividers,Specialty Holders,Bike Storage,LIFKOME Garage Wall Organizer 1Pack Steel Bike Wall Mount Rack Rubber Coating Heavy Duty Holding Black
3492,Storage & Organization,General Storage Solutions,Rails & Tracks,Wall Systems,TABLZONE 1Set Quick Install Heavy Duty Metal Pegboard Tool Holder for Garage Wall Organization
3553,Storage & Organization,Organizers & Dividers,Hooks & Hangers,Utility Hooks,LOLIPPYY Extension Cord Holder Organizer with Cast Iron and Canvas for Hanging Garage Accessories White 5.5 x 3.5 Inches
3590,Storage & Organization,Organizers & Dividers,Rails & Tracks,Wall Systems,HEATSHAKING 12Pcs Tool Peg Board Organizer with Metal Material for Handymen
3680,Storage & Organization,General Storage Solutions,Hooks & Hangers,Utility Hooks,Milisten Aluminum Hanging Broom Holder in Grey - 1 Set for Organized and Tidy Home Storage
3761,Storage & Organization,Organizers & Dividers,Shelving,Storage Racks,NICEXMAS Wall Mounted Storage Rack Blue Multi Purpose Mop Organizer Holder for Kitchen Utility Room
3767,Storage & Organization,Organizers & Dividers,Hooks & Hangers,Utility Hooks,WORGEOUS 6 pcs  Metal Pegboard Clips No Punch Pegboard Storage Clips Hanging Photo Wall Storage Organizer for Shop Warehouse Home Garage
